"place_num","place_name","place_img","place_addr","place_time","place_detail"
775,e스포츠 명예의 전당,774,서울특별시 마포구 매봉산로 31 S-PLEX CENTER,화 ~ 일요일 11:00~18:00,e스포츠의 역사가 있는 곳
776,JTBC,775,서울특별시 마포구 상암산로 48-6,"월~금 10:00, 15:00",프로그램을 체험하는 공간
777,청화랑,776,서울특별시 강남구 삼성로147길 4,평일 10:30~18:00 / 토요일 11:00~17:00 / 일요일 12:00~17:00(전시가 있을 경우에만 오픈),역량 있는 신인작가들의 작품을 만날 수 있는 곳
778,그린워커스,777,서울특별시 성동구 성수이로26길 47,"화,수,목,금 12:00 ~ 19:00토,일 12:00 ~ 18:00",그린워커스는 플라스틱방앗간X노플라스틱선데이가 함께 만드는 자원순환 복합문화공간이다
779,디지털 파빌리온,778,서울특별시 마포구 월드컵북로 396,"10:00~17:00",IT 기업의 신제품과 기업 홍보 공간
780,한국영상자료원,779,서울특별시 마포구 월드컵북로 400,화~일 10:00 ~ 19:00 ,영상자료의 공간
781,와이키키레저,780,서울특별시 마포구 마포나루길 332,"06:00~23:59",계절에 구애받지 않고 즐길 수 있는 매력적인 레포츠
782,한국영화박물관,781,서울특별시 마포구 월드컵북로 400,평일(화·금) : 10:00~19:00 / 토·일·공휴일: 10:00~18:00 / 매월 마지막 주 수요일: 10:00~21:00,근대에서 현대까지 한국영화 100년사
783,국립중앙도서관,782,서울특별시 서초구 반포대로 201,"09:00 ~ 18:00 / 수요일 09:00 ~ 21:00",국가 지식 정보 자원의 보고
784,동작청소년문화의집,783,서울특별시 동작구 상도로15바길 5,"화요일 ~ 토요일 : 09:00~21:00 일요일, 공휴일 : 09:00~18:00","서울 동작구 상도동에 있는 청소년을 위한 공연, 밴드 연습, 댄스 연습 등 무대와 음악 활동을 할 수 있는 공간이다"
785,서래마을,784,서울특별시 서초구 반포동,문의바람,"프렌치 레스토랑과 와인바, 카페 등이 들어서 있어 프랑스 마을 같은 서래마을"
