"rest_num","rest_name","rest_img","rest_addr","rest_menu","rest_time","rest_detail"
350,락희옥 마포본점,349,서울특별시 마포구 백범로 170 공덕더샵아파트,보쌈,"11:00 - 23:30",건강한 한식을 즐길 수 있는 공덕역 맛집
351,이도맨숀 공덕,350,서울특별시 마포구 백범로 170 공덕더샵아파트,한우갈비탕,"평일,  11:30 - 22: 00 ( 브레이크 타임 14:30~17:00 / 라스트 오더 13:30, 21:00) 주말,  11:30 – 22: 00 (라스트 오더 21:00, 브레이크 타임 없음)",세련된 매장에서 한우와 한돈을 즐길 수 있는 공덕역 맛집
352,깃대봉냉면,351,서울특별시 종로구 지봉로12길 3,냉면,"10:30 ~ 20:30","6단계의 맛 조절이 가능한 매운 냉면 맛집 깃대봉냉면"
353,궁나라냉면묵밥,352,서울특별시 종로구 지봉로12길 6,묵밥 / 물냉면,"10:00 ~ 21:00",더운 여름 도망간 입맛도 되돌아온다는 묵밥의 장인
354,하단,353,서울특별시 성북구 성북로6길 14,만두전골,"12:00 ~ 20:00 (브레이크 타임 15:00 ~ 17:00)",성북동에서 20년 넘게 이북 음식을 만들어온 주인장은 평안남도 하단이 고향이다. 평양냉면보다 쫀득하며 소고기 육수와 동치미 국물을 적절히 배합한 시원한 맑은 육수의 메밀냉칼국수가 인기메뉴이다. 겨울에는 맑은 육수에 깔끔하게 끓이는 만두전골도 인기다.
355,원대구탕,354,서울특별시 용산구 한강대로62가길 8,대구탕,"10:30~22:00",전쟁기념관 구경하고 들릴 수 있는 맛있는 대구탕
356,방목,355,서울특별시 성북구 동소문로2길 21,삼겹살,"16:00~24:00",통삼겹의 육즙을 제대로 느껴볼 수 있는 곳
357,아소정,356,서울특별시 마포구 백범로25길 9,궁중갈비찜,"11:30 - 22:00 (15:00 - 17:00 브레이크타임)  / 20:50 라스트 오더",갈비찜과 냉면 조합으로 유명한 갈비찜 전문점
358,자원대구탕,357,서울특별시 용산구 한강대로62가길 6,대구탕,"10:00 ~ 22:00",대구탕 골목으로 들어서면 자원대구탕을 포함한 몇몇 대구 음식점들이 보인다. 그중에서도 유독 오래된 곳이 바로 이 집이다. 그래서인지 인테리어에서 세월이 느껴지지만 그만큼 깊어진 맛은 사람들의 발길을 붙잡는다.
359,손가네곰국수,358,서울특별시 성북구 성북로15길 8,곰국수 / 설렁탕,"11:00 ~ 21:30",진한 고기 육수에 두툼한 고기까지
360,옛날중국집,359,서울특별시 성북구 성북로8길 8,짜장면,"11:00 ~ 21:00",성북동 오래된 전통의 짜장면
361,비타포,360,서울특별시 성북구 동소문로 7-3,VITA쌀국수,"11:00 ~ 20:30",착한 가격에 입맛까지 사로잡는 태국식 쌀국수
362,라임,361,서울특별시 서대문구 연세로4길 41,캘리포니아 롤,"11:30 - 21:50(21:15 라스트오더)",롤초밥이 맛있는 집
363,정대포,362,서울특별시 마포구 도화길 52,갈매기살,"11:30 ~ 01:00","마포갈매기 골목 안, 노포감성의 구이 맛집"
364,마포양지설렁탕,363,서울특별시 마포구 새창로 6,설렁탕,"07:00~21:50",든든한 한 끼 식사 마포양지설렁탕
365,페트라,364,서울특별시 용산구 녹사평대로40길 33,할랄메뉴,"11:30 ~ 22:00","요르단의 음식과 문화를 경험할 수 있는 이태원에 위치한 중동 음식점이다. 할랄 육류와 신선한 재료만을 사용하여 요리한다. 훔무스, 팔라펠 등 독특하면서 이색적인 할랄 메뉴들이 다양하다.
익숙하진 않지만 중동 음식을 경험하고 싶으신 분들은 한 번쯤 방문해 보면 좋은 맛집이다."
366,성북동 구포국수,365,서울특별시 성북구 성북로12길 2,멸치국수,"11:00 ~ 01:30",국수의 쫄깃한 맛
367,굴다리식당,366,서울특별시 마포구 도화길 44-2,김치찌개,"08:00 - 22:00","공덕역 9번 출구에서 걸어서 5분 정도면 닿는 김치찌개로 유명한 음식점이다. 공덕 오거리에서 30년이 넘는 전통을 가지고 운영한다. 많은 TV 프로그램에 소개되었으며 대표메뉴 역시 김치찌개이다. 김치찌개 말고도 같이 먹을 수 있는 제육볶음, 계란말이 등도 같이 판매하고 있다. 매일 오전 8시부터 오후 10시까지 영업하며 연중무휴이다. 전용 주차 공간이 없어서 부근의 유료주차장을 이용해야 한다. 대중교통 접근성이 좋아 대중교통을 이용하는 편이 좋다. 오래된 느낌을 주는 매장 분위기가 특징이다. 1km 안에 경의선광장, 경의선공원이 있어서 식사 후 산책하기 좋다."
368,고미정,367,서울특별시 서대문구 연희로26길 28,이천쌀밥정식,"11:30 - 21:00 (15:20 - 17:20 브레이크 타임)",건강하고 푸짐한 한식을 즐길 수 있는 연희동 맛집
369,[백년가게]창성옥,368,서울특별시 용산구 새창로 124-10,해장국,"06:00 ~ 23:00",용산 해장국 맛집
370,복성각,369,서울특별시 서대문구 명물1길 24,짬뽕순두부밥,"11:00 - 22:00",다양하고 고급스러운 중식을 즐길 수 있는 신촌역 맛집
371,사운드키친,370,서울특별시 마포구 백범로24길 11,생연어포케볼(밥),"11:00 ~ 21:00 (브레이크타임 15:00 ~ 16:00 / 라스트오더 20:15)",마포구에 위치한 포케 맛집
372,부다스벨리 이태원,371,서울특별시 용산구 녹사평대로40길 48,쏨땀,"11:30 ~ 22:00 (브레이크 타임 15:30 ~ 16:30)","이태원의 작은 타이 레스토랑인 부다스밸리는 작고 아담한 가게이다. 하지만 맛있다는 소문이 미식가들 사이에 퍼져 분점을 낼 정도로 유명한 곳이다. 대표메뉴로는 타이를 대표하는 음식이자 세계 3대 스프 중 하나로 불리는 똠양꿍이 있으며, 해산물 샐러드와 쫄깃한 면발이 고소한 팟타이 등은 이미 맛있기로 정평이 나있다. 주문시 정통 타이식으로 요청하면 현지 음식에 가깝게 소스맛을 조절하여 준다. 아담하고 소박한 분위기의 본점과는 달리 분점은 넓고 세련된 현대식 인테리어로 그날 기분과 분위기에 맞는 장소를 선택할 수 있다."
373,청화원,372,서울특별시 서대문구 명물길 10,우육도삭면,"11:00 ~ 23:00",우육도삭면이 대표 메뉴인 대만식 전통 우육면 전문점
374,형제갈비,373,서울특별시 서대문구 명물1길 2,"갈비, 불고기","11:00 ~ 22:00","50년 동안 신촌을 지키고 있는 형제갈비"
375,꼬숑돈까스,374,서울특별시 서대문구 명물1길 2,돈가스,"11:00 - 20:00 / 브레이크타임 16:30-17:00",택시요금보다도 저렴한 돈가스 맛집
376,리틀넥한남,375,서울특별시 용산구 한남대로27길 66,"하우스 스테이크, 에그 베네딕트, 살몬 포케","10:00~21:00 (라스트오더 20:30)",에그 베네딕트와 포케가 맛있는 브런치 식당
377,신촌 닭한마리 유닭스토리,376,서울특별시 서대문구 연세로4길 7,닭 한마리,"10:00~24:00",대한민국 최고의 닭 한 마리 메뉴를 맛보다
378,왕타이(WANGTHAI),377,서울특별시 용산구 이태원로 151,똠얌꿍,"11:30 ~ 22:00 (브레이크타임 15:00 ~ 17:00)",태국 정통 요리 인증 마크(타이셀렉트)를 획득한 태국 음식 전문점
379,누브티스,378,서울특별시 성북구 선잠로 42,파스타,"11:00 ~ 22:00",드라마 촬영지 같이 아름다운 식당
380,베라 한남점,379,서울특별시 용산구 이태원로 272 SPC빌딩,"새우날치알파스타, 포시즌스 피자",매일 11:30 ~ 22:00 (라스트오더 20:30),나폴리 피자협회가 인증한 한남동 화덕피자
381,단풍나무집(이태원점),380,서울특별시 용산구 이태원로27가길 26,소고기구이,"11:30 ~ 22:30 (Last Order 21:50)",와인바 같은 분위기에서 돼지고기나 소고기를 구워 먹을 수 있는 곳이다. 나무를 가득 세워 놓은 실내 인테리어가 고급스럽다. 천겹이라는 대표 메뉴는 돼지고기 항정살을 말하는 것이다. 화력이 좋은 참숯에 구운 고기를 깻잎 장아찌에 싸 먹는 맛이 좋다. 삼청동에 있는 단풍나무집의 이태원 분점이다.
382,역전회관,381,서울특별시 마포구 토정로37길 47,바싹불고기,"평일 11:00-22:00, 주말 11:30-21:30(평일브레이크타임 15:00-17:00)",오랜 전통의 한식 전문점
383,국시랑만두,382,서울특별시 종로구 자하문로 276 부원빌딩,국시,"11:30 - 21:30",속이 꽉찬 손만두로 만든 만두전골
384,홀리차우(이태원),383,서울특별시 용산구 이태원로 179,미국식 중국요리,"11:30~22:00 (Last Order 21:30)","1998년 설립된 홀리차우는 이태원의 작은 골목에서 소규모 매장으로 시작한 이래 이전 중식 레스토랑에서 쉽게 맛볼 수 없었던 색다른 요리를 선보이는 국내 대표적인 미국식 중식 레스토랑이다."
385,휴135,384,서울특별시 용산구 이태원로55나길 6 오로꾸보,드라이 에이징 테스팅 메뉴,"월~금 11:30 - 23:00 (15:00 - 17:30 브레이크타임) 14:00, 22:00 라스트오더 / 토~일 11:30 - 23:00 (16:00 - 17:00 브레이크타임) 15:00, 22:00 라스트오더",드라이에이징 스테이크와 솥밥의 콜라보
386,양푼이국수,385,서울특별시 서대문구 연세로9길 13,검은콩국수,"10:00 ~ 24:00","신촌의 먹자골목에 위치한 작은 국수전문점, 퇴직 후 유일하게 남은 작은 밭에서 직접 재배한 검은 콩으로 무엇을 할까 고민하던 사장님이 평소 즐기던 콩국수를 판매하면서 시작하였다. 단백질함량이 일반 콩보다 훨씬 높은 검은 콩을 사용하며, 일반 음식점보다 훨씬 많이 넣어서 그 맛도 맛이거니와 풍부한 콩함량에 만족을 한다. 웰빙열풍이 불면서 더욱 인기가 많아졌다. 걸쭉한 콩국물과 쫀득한 면발이 잘 어우러진 콩국수 이외에도 시원한 국물과 바지락이 가득 들어간 바지락 칼국수나 비빔국수 그리고 감자전분으로 직접 빚은 피로 만든 감자만두나 왕만두 하나하나 자신있는 요리들로 선보이고 있으며, 직접 간 검은 콩국물만 따로 사가는 경우도 있다.

대학가 앞이라 젊은 학생들도 많이 찾지만 그 깊은 맛에 오히려 나이드신 분들이 단골을 이루고 있으며, 일본이나 중국 등지에도 소개되어서 직접 소개된 책자를 들고 찾아오시는 손님들도 많이 있을 정도이다."
387,알페도,386,서울특별시 용산구 이태원로 174,터키전통보렉,"08:00 ~ 24:00",'유퀴즈 온 더 블럭'에 소개되어 더욱 유명해진 터키 베이커리점이다. 실제 터키인이 운영하여 터키식 디저트 설명에 대해 들어볼 수 있다. 또한 낯선 메뉴는 직접 맛을 보고 고를 수 있다. 대표메뉴로는 중동 및 중앙아시아에서 즐겨먹는 카이막 세트가 있다.
388,색동저고리,387,서울특별시 마포구 도화길 27,돌솥밥정식,"11:00 - 22:00",가족 모임하기 좋은 푸짐한 한정식 코스요리
389,모수,388,서울특별시 용산구 이태원로55가길 45,lunch tasting course,화~토 12:00 ~ 22:00 (15:00 ~ 18:00 브레이크타임),미슐랭이 인정한 다이닝 코스 전문요리
390,나리의 집,389,서울특별시 용산구 이태원로 245,삼겹살 150g,"월~토 14:00~24:00, 일 16:00~24:00",냉동 삼겹살과 청국장 맛집
391,춘천집닭갈비막국수,390,서울특별시 서대문구 연세로5가길 1,원조닭갈비,"11:00 ~ 23:00",닭갈비 고기에 매운 양념을 하여 철판에 볶아 먹는 곳이다. 닭갈비에 뼈를 발라내어 먹기 좋다. 곁들여지는 마카로니와 김치는 계속 리필 가능하다.
392,카덴,391,서울특별시 서대문구 연희로 173 거화빌딩,모듬사시미,"11:30 - 22:00",수준 높고 신선한 일식을 즐길 수 있는 연희동 맛집
393,신촌수제비,392,서울특별시 서대문구 신촌로 87-8 금은동빌딩,수제비,"10:00 - 21:00",진한 사골 국물
394,공기(Gongi),393,서울특별시 용산구 이태원로45길 4,채끝 등심구이,"12:00~21:30(브레이크타임 15:00~17:30)","플레이팅이 아름답기로 유명한 공기(Gongi)는 이태원에 위치한 퓨전 한식 레스토랑이다.
대표 메뉴는 등심구이, 물회, 구이, 강정, 찌개, 전 등이며, 특히 채끝 등심구이는 SNS에서 아름다운 플레이팅으로 화제가 된 메뉴이다. 많은 사람이 찾는 인기 식당인 덕에 웨이팅이 많고 전화 예약이 가능하다.
정갈하고 심플한 인테리어 덕에 조용한 분위기를 자아내어 각종 모임 및 상견례 등의 장소로 유명하다."
395,쏭타이 본점,394,서울특별시 용산구 이태원로20가길 7-2,쏨탐 / 팍붕화이뎅,"11:00 ~ 24:00",한국에서 방콕의 분위기를 느낄 수 있는 곳 !!
396,골든불,395,서울특별시 용산구 이태원로42길 60,한우 1+ 채끝 스테이크,"11:30 ~ 00:00 (주문마감 22:30)","※ 영업시간 11:30 ~ 00:00 (주문마감 22:30)

신축 사옥 지하에 위치하고 있으며, 미쉐린 2017 가이드에 등록된 koroviar 세컨드 브랜드로 법인명은 다르지만 같은 재료를 사용 저렴하게 제공을 목적으로 설립된 레스토랑이다. 고급 스테이크와 단품 요리를 저렴하게 즐길 수 있으며, 단체 회식, 와인 모임, 돌잔치, 팔순, 환갑잔치를 치를 수 있도록 50석 규모로 전체 대관 형식으로 편하게 사용할 수 있다.(대관료는 따로 받지 않음)

한우 1+ 최상등급의 스테이크를 정육 식당 수준의 가격으로 즐길 수 있으며, 사이드 및 주류, 음료의 거품을 빼서 남녀노소 누구나 편안하게 즐길 수 있다. 이태리 요리를 베이스로 프랑스식과 스페인 요리 및 가니시를 더하고, 뉴욕 스타일의 파스트라미 샌드위치를 즐길 수 있는 공간이다. 10대 정도 수용 가능 주차장과 공영주차장이 주위에 있고, 한강진역 5분 거리에 있어 편리하게 이용할 수 있다."
397,마포원조떡볶이,396,서울특별시 마포구 도화2길 3,떡볶이,"8:30~21:00",마포구의 저렴한 떡볶이 맛집
398,케르반레스토랑,397,서울특별시 용산구 이태원로 192,치킨쉬시케밥,"11:00 ~ 21:00 (라스트 오더 20:30)",세계 3대 요리 중 하나인 터키 요리
399,텅앤그루브조인트,398,서울특별시 용산구 보광로60길 7,숙성 한우 등심,"11:30 ~ 22:50","이태원에 위치한 텅앤그루브조인트는 숙성한우, 국내산 돼지고기, 양갈비를 고루 경험할 수 있는 고깃집으로 다양한 요리와 식사가 준비되어있어 데이트에 적합하고 세련된 레스토랑 분위기의 음식점이다.
일반 주류뿐 아니라 엄선된 에일 맥주와 증류소주, 와인까지 고루 갖추어져 있어 각자의 취향에 맞는 선택을 할 수 있는 회식에도 적합한 장소이다. 100석 규모의 넓은 공간은 단체 예약에도 용이하며, 프라이빗 룸이 있어 중요한 모임에도 손색이 없고, 주차장도 마련되어 있다."
400,두바이레스토랑,399,서울특별시 용산구 이태원로 192,홈무스,"12:00 ~ 23:00","※ 영업시간 12:00 ~ 23:00

이태원에 위치한 두바이레스토랑은 정통 아랍 음식을 제공하고 있으며 시샤(물 담배)를 경험해 볼 수도 있다. 이태원의 중심지역에 위치해 있어 외국인들은 물론 내국인도 많이 찾는 레스토랑이기도 하다."
401,수빈,400,서울특별시 서대문구 연희로25길 31-3,떡갈비정식,"11:30~21:00 (브레이크타임 15:00~17:00)",가정집을 개조한 아늑한 분위기의 한정식집
